Symbol,Security Name,Exchange,Yahoo Symbol
KVACW,Keen Vision Acquisition Corporation - Warrant,NASDAQ,KVACW
KVHI,"KVH Industries, Inc. - Common Stock",NASDAQ,KVHI
KVUE,Kenvue Inc. Common Stock,N,KVUE
KVYO,"Klaviyo, Inc. Series A Common Stock",N,KVYO
KW,Kennedy-Wilson Holdings Inc. Common Stock,N,KW
KWM,"K Wave Media, Ltd. - Ordinary Shares",NASDAQ,KWM
KWMWW,"K Wave Media, Ltd. - Warrant",NASDAQ,KWMWW
KWR,Quaker Houghton Common Stock,N,KWR
KXIN,Kaixin Holdings - Ordinary Shares,NASDAQ,KXIN
KYIV,Kyivstar Group Ltd. - Common Shares,NASDAQ,KYIV
KYIVW,Kyivstar Group Ltd. - Warrant,NASDAQ,KYIVW
KYMR,"Kymera Therapeutics, Inc. - Common Stock",NASDAQ,KYMR
KYN,"Kayne Anderson Energy Infrastructure Fund, Inc.",N,KYN
KYNB,"Kyntra Bio, Inc. - Common Stock",NASDAQ,KYNB
KYTX,"Kyverna Therapeutics, Inc. - Common Stock",NASDAQ,KYTX
KZIA,Kazia Therapeutics Limited - American Depositary Shares,NASDAQ,KZIA
KZR,"Kezar Life Sciences, Inc. - Common Stock",NASDAQ,KZR
L,Loews Corporation Common Stock,N,L
LAB,Standard BioTools Inc. - Common Stock,NASDAQ,LAB
LABT,Lakewood-Amedex Biotherapeutics Inc. - Common Stock,NASDAQ,LABT
LAC,Lithium Americas Corp. Common Shares,N,LAC
LAD,"Lithia Motors, Inc. Common Stock",N,LAD
LADR,Ladder Capital Corp Class A Common Stock,N,LADR
LAES,SEALSQ Corp - Ordinary Shares,NASDAQ,LAES
LAFA,LaFayette Acquisition Corp. - Ordinary Share,NASDAQ,LAFA
LAFAR,LaFayette Acquisition Corp. - Rights,NASDAQ,LAFAR
LAFAU,LaFayette Acquisition Corp. - Unit,NASDAQ,LAFAU
LAKE,"Lakeland Industries, Inc. - Common Stock",NASDAQ,LAKE
LAMR,Lamar Advertising Company - Class A Common Stock,NASDAQ,LAMR
LAND,Gladstone Land Corporation - Common Stock,NASDAQ,LAND
LANDO,Gladstone Land Corporation - 6.00% Series B Cumulative Redeemable Preferred Stock,NASDAQ,LANDO
LANDP,Gladstone Land Corporation - 6.00% Series C Cumulative Redeemable Preferred Stock,NASDAQ,LANDP
LANV,Lanvin Group Holdings Limited Ordinary Shares,N,LANV
LANV.W,"Lanvin Group Holdings Limited Redeemable Warrants, each whole warrant exercisable for one Ordinary Share at an exercise price of $11.50",N,LANV-W
LAR,Lithium Argentina AG Common Shares,N,LAR
LARK,Landmark Bancorp Inc. - Common Stock,NASDAQ,LARK
LASE,Laser Photonics Corporation - Common Stock,NASDAQ,LASE
LASR,"nLIGHT, Inc. - Common Stock",NASDAQ,LASR
LATA,Galata Acquisition Corp. II - Class A Ordinary Shares,NASDAQ,LATA
LATAU,Galata Acquisition Corp. II - Units,NASDAQ,LATAU
LATAW,Galata Acquisition Corp. II - Warrant,NASDAQ,LATAW
LAUR,"Laureate Education, Inc. - Common Stock",NASDAQ,LAUR
LAW,"CS Disco, Inc. Common Stock",N,LAW
LAWR,"Robot Consulting Co., Ltd. - ADS",NASDAQ,LAWR
LAZ,"Lazard, Inc. Common Stock",N,LAZ
LB,LandBridge Company LLC Class A Shares Representing Limited Liability Company Interests,N,LB
LBGJ,Li Bang International Corporation Inc. - Class A Ordinary Shares,NASDAQ,LBGJ
LBRDA,Liberty Broadband Corporation - Class A Common Stock,NASDAQ,LBRDA
LBRDK,Liberty Broadband Corporation - Class C Common Stock,NASDAQ,LBRDK
LBRDP,Liberty Broadband Corporation - Series A Cumulative Redeemable Preferred Stock,NASDAQ,LBRDP
LBRT,Liberty Energy Inc. Class A common stock,N,LBRT
LBRX,LB Pharmaceuticals Inc - Common Stock,NASDAQ,LBRX
LBTYA,Liberty Global Ltd. - Class A Common Shares,NASDAQ,LBTYA
LBTYB,Liberty Global Ltd. - Class B Common Shares,NASDAQ,LBTYB
LBTYK,Liberty Global Ltd. - Class C Common Shares,NASDAQ,LBTYK
LC,LendingClub Corporation Common Stock,N,LC
LCCC,Lakeshore Acquisition III Corp. - Ordinary Shares,NASDAQ,LCCC
LCCCR,Lakeshore Acquisition III Corp. - Rights,NASDAQ,LCCCR
LCCCU,Lakeshore Acquisition III Corp. - Unit,NASDAQ,LCCCU
LCFY,Locafy Limited - Ordinary Share,NASDAQ,LCFY
LCFYW,Locafy Limited - Warrant,NASDAQ,LCFYW
LCID,"Lucid Group, Inc. - Common Stock",NASDAQ,LCID
LCII,LCI Industries,N,LCII
LCNB,LCNB Corporation - Common Stock,NASDAQ,LCNB
LCTX,"Lineage Cell Therapeutics, Inc. Common Stock",A,LCTX
LCUT,"Lifetime Brands, Inc. - Common Stock",NASDAQ,LCUT
LDI,"loanDepot, Inc. Class A Common Stock",N,LDI
LDOS,"Leidos Holdings, Inc. Common Stock",N,LDOS
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc.",N,LDP
LE,"Lands' End, Inc. - Common Stock",NASDAQ,LE
LEA,Lear Corporation Common Stock,N,LEA
LECO,"Lincoln Electric Holdings, Inc. - Common Shares",NASDAQ,LECO
LEDS,SemiLEDS Corporation - Common Stock,NASDAQ,LEDS
LEE,"Lee Enterprises, Incorporated - Common Stock",NASDAQ,LEE
LEG,"Leggett & Platt, Incorporated Common Stock",N,LEG
LEGH,Legacy Housing Corporation - Common Stock,NASDAQ,LEGH
LEGN,Legend Biotech Corporation - American Depositary Shares,NASDAQ,LEGN
LEGO,Legato Merger Corp. IV Ordinary Shares,A,LEGO
LEGO.U,"Legato Merger Corp. IV Units, each consisting of one ordinary share and one-third of one redeemable warrant",A,LEGO-U
LEGO.W,"Legato Merger Corp. IV Redeemable Warrants, each whole warrant exercisable to purchase one ordinary share at an exercise price of $11.50 per share",A,LEGO-W
LEGT,Legato Merger Corp. III Ordinary Shares,A,LEGT
LEGT.U,"Legato Merger Corp. III Units, each consisting of one Ordinary Share and one-half of one warrant",A,LEGT-U
LEGT.W,"Legato Merger Corp. III Redeemable Warrants, each whole warrant exercisable for one ordinary share at an exercise price of $11.50 per share",A,LEGT-W
LEN,Lennar Corporation Class A Common Stock,N,LEN
LEN.B,Lennar Corporation Class B,N,LEN-B
LENZ,"LENZ Therapeutics, Inc. - Common Stock",NASDAQ,LENZ
LEO,"BNY Mellon Strategic Municipals, Inc. Common Stock",N,LEO
LESL,"Leslie's, Inc. - Common Stock",NASDAQ,LESL
LEU,Centrus Energy Corp. Class A Common Stock,N,LEU
LEVI,Levi Strauss & Co Class A Common Stock,N,LEVI
LEXX,Lexaria Bioscience Corp. - Common Stock,NASDAQ,LEXX
LFAC,Leapfrog Acquisition Corporation - Class A Ordinary Shares,NASDAQ,LFAC
LFACU,Leapfrog Acquisition Corporation - Units,NASDAQ,LFACU
LFACW,Leapfrog Acquisition Corporation - Warrants,NASDAQ,LFACW
LFCR,"Lifecore Biomedical, Inc. - Common Stock",NASDAQ,LFCR
LFMD,"LifeMD, Inc. - Common Stock",NASDAQ,LFMD
LFMDP,"LifeMD, Inc. - 8.875% Series A Cumulative Perpetual Preferred Stock",NASDAQ,LFMDP
LFS,"LEIFRAS Co., Ltd. - American Depositary Shares",NASDAQ,LFS
LFST,"LifeStance Health Group, Inc. - Common Stock",NASDAQ,LFST
LFT,"Lument Finance Trust, Inc. Common Stock",N,LFT
LFUS,"Littelfuse, Inc. - Common Stock",NASDAQ,LFUS
LFVN,Lifevantage Corporation - Common Stock,NASDAQ,LFVN
LFWD,Lifeward Ltd. - Ordinary Shares,NASDAQ,LFWD
LGCB,Linkage Global Inc - Class A Ordinary Shares,NASDAQ,LGCB
LGCL,Lucas GC Limited - Class A Ordinary Shares,NASDAQ,LGCL
LGCY,Legacy Education Inc. Common Stock,A,LGCY
LGHL,Lion Group Holding Ltd. - American Depositary Share,NASDAQ,LGHL
LGI,Lazard Global Total Return and Income Fund Common Stock,N,LGI
LGIH,"LGI Homes, Inc. - Common Stock",NASDAQ,LGIH
LGL,"LGL Group, Inc. (The) Common Stock",A,LGL
LGN,Legence Corp. - Class A Common stock,NASDAQ,LGN
LGND,Ligand Pharmaceuticals Incorporated - Common Stock,NASDAQ,LGND
LGO,Largo Inc. - Common Shares,NASDAQ,LGO
LGPS,LogProstyle Inc. Common Shares,A,LGPS
LGVN,Longeveron Inc. - Class A Common stock,NASDAQ,LGVN
LH,Labcorp Holdings Inc. Common Stock,N,LH
LHAI,Linkhome Holdings Inc. - Common stock,NASDAQ,LHAI
LHSW,Lianhe Sowell International Group Ltd - Class A Ordinary Shares,NASDAQ,LHSW
LHX,"L3Harris Technologies, Inc. Common Stock",N,LHX
LI,Li Auto Inc. - American Depositary Shares,NASDAQ,LI
LICN,Lichen International Limited - Class A Ordinary Shares,NASDAQ,LICN
LIDR,"AEye, Inc. - Class A Common Stock",NASDAQ,LIDR
LIDRW,"AEye, Inc. - Warrant",NASDAQ,LIDRW
LIEN,"Chicago Atlantic BDC, Inc. - Common Stock",NASDAQ,LIEN
LIF,"Life360, Inc. - Common Stock",NASDAQ,LIF
LIFE,Ethos Technologies Inc. - Class A Common Stock,NASDAQ,LIFE
LII,"Lennox International, Inc. Common Stock",N,LII
LILA,Liberty Latin America Ltd. - Class A Common Stock,NASDAQ,LILA
LILAK,Liberty Latin America Ltd. - Class C Common Stock,NASDAQ,LILAK
LIMN,"Liminatus Pharma, Inc. - Class A Common Stock",NASDAQ,LIMN
LIMNW,"Liminatus Pharma, Inc. - Warrants",NASDAQ,LIMNW
LIN,Linde plc - Ordinary Shares,NASDAQ,LIN
LINC,Lincoln Educational Services Corporation - Common Stock,NASDAQ,LINC
LIND,Lindblad Expeditions Holdings Inc.  - Common Stock,NASDAQ,LIND
LINE,"Lineage, Inc. - Common Stock",NASDAQ,LINE
LINK,"Interlink Electronics, Inc. - Common Stock",NASDAQ,LINK
LION,Lionsgate Studios Corp Common Shares,N,LION
LIQT,"LiqTech International, Inc. - Common Stock",NASDAQ,LIQT
LITB,"LightInTheBox Holding Co., Ltd. American Depositary Shares, each representing twelve ordinary shares",N,LITB
LITE,Lumentum Holdings Inc. - Common Stock,NASDAQ,LITE
LITS,"Lite Strategy, Inc. - Common Stock",NASDAQ,LITS
LIVE,Live Ventures Incorporated - Common Stock,NASDAQ,LIVE
LIVN,LivaNova PLC - Ordinary Shares,NASDAQ,LIVN
LIXT,"Lixte Biotechnology Holdings, Inc. - Common Stock",NASDAQ,LIXT
LKFN,Lakeland Financial Corporation - Common Stock,NASDAQ,LKFN
LKQ,LKQ Corporation - Common Stock,NASDAQ,LKQ
LKSP,Lake Superior Acquisition Corp. - Class A Ordinary Shares,NASDAQ,LKSP
LKSPR,Lake Superior Acquisition Corp. - Rights,NASDAQ,LKSPR
LKSPU,Lake Superior Acquisition Corp. - Units,NASDAQ,LKSPU
LLY,Eli Lilly and Company Common Stock,N,LLY
LLYVA,"Liberty Live Holdings, Inc. - Series A Liberty Live Group Common Stock",NASDAQ,LLYVA
LLYVK,"Liberty Live Holdings, Inc. - Series C Liberty Live Group Common Stock",NASDAQ,LLYVK
LMAT,"LeMaitre Vascular, Inc. - Common Stock",NASDAQ,LMAT
LMB,"Limbach Holdings, Inc. - Common Stock",NASDAQ,LMB
LMFA,"LM Funding America, Inc. - Common Stock",NASDAQ,LMFA
LMND,"Lemonade, Inc. Common Stock",N,LMND
LMNR,Limoneira Co - Common Stock,NASDAQ,LMNR
LMRI,"Lumexa Imaging Holdings, Inc. - Common Stock",NASDAQ,LMRI
LMT,Lockheed Martin Corporation Common Stock,N,LMT
LNAI,Lunai Bioworks Inc. - Common Stock,NASDAQ,LNAI
LNC,Lincoln National Corporation Common Stock,N,LNC
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),N,LND
LNG,"Cheniere Energy, Inc. Common Stock",N,LNG
LNKS,Linkers Industries Limited - Class A Ordinary Shares,NASDAQ,LNKS
LNN,Lindsay Corporation Common Stock,N,LNN
LNSR,"LENSAR, Inc. - Common Stock",NASDAQ,LNSR
LNT,Alliant Energy Corporation - Common Stock,NASDAQ,LNT
LNTH,"Lantheus Holdings, Inc. - Common Stock",NASDAQ,LNTH
LNZA,"LanzaTech Global, Inc. - Common Stock",NASDAQ,LNZA
LNZAW,"LanzaTech Global, Inc. - Warrant",NASDAQ,LNZAW
LOAN,"Manhattan Bridge Capital, Inc - Common Stock",NASDAQ,LOAN
LOAR,Loar Holdings Inc. Common Stock,N,LOAR
LOB,"Live Oak Bancshares, Inc. Common Stock",N,LOB
LOBO,LOBO TECHNOLOGIES LTD. - Class A Ordinary Shares,NASDAQ,LOBO
LOCL,Local Bounti Corporation Common Stock,N,LOCL
LOCO,"El Pollo Loco Holdings, Inc. - Common Stock",NASDAQ,LOCO
LODE,Comstock Inc. Common Stock,A,LODE
LOGI,Logitech International S.A. - Registered Shares,NASDAQ,LOGI
LOKV,Live Oak Acquisition Corp. V - Class A Ordinary Shares,NASDAQ,LOKV
LOKVU,Live Oak Acquisition Corp. V - Units,NASDAQ,LOKVU
LOKVW,Live Oak Acquisition Corp. V - Warrants,NASDAQ,LOKVW
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,N,LOMA
LONA,"LeonaBio, Inc. - Common Stock",NASDAQ,LONA
LOOP,"Loop Industries, Inc. - Common Stock",NASDAQ,LOOP
LOPE,"Grand Canyon Education, Inc. - Common Stock",NASDAQ,LOPE
LOT,Lotus Technology Inc. - American Depositary Shares,NASDAQ,LOT
LOTWW,Lotus Technology Inc. - Warrants,NASDAQ,LOTWW
LOVE,The Lovesac Company - Common Stock,NASDAQ,LOVE
LOW,"Lowe's Companies, Inc. Common Stock",N,LOW
LPA,Logistic Properties of the Americas Ordinary Shares,A,LPA
LPAA,Launch One Acquisition Corp. - Class A Ordinary Shares,NASDAQ,LPAA
LPAAU,Launch One Acquisition Corp. - Unit,NASDAQ,LPAAU
LPAAW,Launch One Acquisition Corp. - Warrant,NASDAQ,LPAAW
LPBB,Launch Two Acquisition Corp. - Class A Ordinary Shares,NASDAQ,LPBB
LPBBU,Launch Two Acquisition Corp. - Unit,NASDAQ,LPBBU
LPBBW,Launch Two Acquisition Corp. - Warrant,NASDAQ,LPBBW
LPCN,Lipocine Inc. - Common Stock,NASDAQ,LPCN
LPCV,Launchpad Cadenza Acquisition Corp I - Class A Ordinary Share,NASDAQ,LPCV
LPCVU,Launchpad Cadenza Acquisition Corp I - Unit,NASDAQ,LPCVU
LPCVW,Launchpad Cadenza Acquisition Corp I - Warrant,NASDAQ,LPCVW
LPG,Dorian LPG Ltd. Common Stock,N,LPG
LPL,"LG Display Co, Ltd AMERICAN DEPOSITORY SHARES",N,LPL
LPLA,LPL Financial Holdings Inc. - Common Stock,NASDAQ,LPLA
LPRO,Open Lending Corporation - Common Stock,NASDAQ,LPRO
LPSN,"LivePerson, Inc. - Common Stock",NASDAQ,LPSN
LPTH,"LightPath Technologies, Inc. - Class A Common Stock",NASDAQ,LPTH
LPX,Louisiana-Pacific Corporation Common Stock,N,LPX
LQDA,Liquidia Corporation - Common Stock,NASDAQ,LQDA
LQDT,"Liquidity Services, Inc. - Common Stock",NASDAQ,LQDT
LRCX,Lam Research Corporation - Common Stock,NASDAQ,LRCX
LRE,"Lead Real Estate Co., Ltd - American Depositary Shares",NASDAQ,LRE
LRHC,La Rosa Holdings Corp. - Common Stock,NASDAQ,LRHC
LRMR,"Larimar Therapeutics, Inc. - Common Stock",NASDAQ,LRMR
LRN,"Stride, Inc. Common Stock",N,LRN
LSAK,"Lesaka Technologies, Inc. - Common Stock",NASDAQ,LSAK
LSBK,"Lake Shore Bancorp, Inc. - Common Stock",NASDAQ,LSBK
LSCC,Lattice Semiconductor Corporation - Common Stock,NASDAQ,LSCC
LSE,"Leishen Energy Holding Co., Ltd. - Class A Ordinary Shares",NASDAQ,LSE
LSF,"Laird Superfood, Inc. Common Stock",A,LSF
LSH,Lakeside Holding Limited - Common Stock,NASDAQ,LSH
LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,N,LSPD
LSTA,"Lisata Therapeutics, Inc. - Common Stock",NASDAQ,LSTA
LSTR,"Landstar System, Inc. - Common Stock",NASDAQ,LSTR
LTBR,Lightbridge Corporation - Common Stock,NASDAQ,LTBR
LTC,"LTC Properties, Inc. Common Stock",N,LTC
LTH,"Life Time Group Holdings, Inc. Common Stock",N,LTH
LTM,"LATAM Airlines Group S.A. American Depositary Shares (each representing two thousand (2,000) shares of Common Stock)",N,LTM
LTRN,Lantern Pharma Inc. - Common Stock,NASDAQ,LTRN
LTRX,"Lantronix, Inc. - Common Stock",NASDAQ,LTRX
LTRYW,Sports Entertainment Gaming Global Corporation  - Warrant,NASDAQ,LTRYW
LU,"Lufax Holding Ltd American Depositary Shares, each representing two (2) Ordinary Shares",N,LU
LUCD,Lucid Diagnostics Inc. - Common Stock,NASDAQ,LUCD
LUCK,Lucky Strike Entertainment Corporation Class A Common Stock,N,LUCK
LUCY,"Innovative Eyewear, Inc. - Common Stock",NASDAQ,LUCY
LUCYW,"Innovative Eyewear, Inc. - Warrants",NASDAQ,LUCYW
LUD,Luda Technology Group Limited Ordinary Shares,A,LUD
LULU,lululemon athletica inc. - Common Stock,NASDAQ,LULU
LUMN,"Lumen Technologies, Inc. Common Stock",N,LUMN
LUNG,Pulmonx Corporation - Common Stock,NASDAQ,LUNG
LUNR,"Intuitive Machines, Inc. - Class A Common Stock",NASDAQ,LUNR
LUV,Southwest Airlines Company Common Stock,N,LUV
LUXE,"LuxExperience B.V. American Depositary Shares, each representing one Ordinary Share",N,LUXE
LVLU,"Lulu's Fashion Lounge Holdings, Inc. - Common Stock",NASDAQ,LVLU
LVO,"LiveOne, Inc. - Common Stock",NASDAQ,LVO
LVS,Las Vegas Sands Corp. Common Stock,N,LVS
LVWR,"LiveWire Group, Inc. Common Stock",N,LVWR
LVWR.W,"LiveWire Group, Inc. Warrants, each exercisable for one share of Common Stock at an exercise price of $11.50 per share",N,LVWR-W
LW,"Lamb Weston Holdings, Inc. Common Stock ",N,LW
LWAC,LightWave Acquisition Corp. - Class A Ordinary Shares,NASDAQ,LWAC
LWACU,LightWave Acquisition Corp. - Units,NASDAQ,LWACU
LWACW,LightWave Acquisition Corp. - Warrants,NASDAQ,LWACW
LWAY,"Lifeway Foods, Inc. - Common Stock",NASDAQ,LWAY
LWLG,"Lightwave Logic, Inc. - Common Stock",NASDAQ,LWLG
LX,LexinFintech Holdings Ltd. - American Depositary Shares,NASDAQ,LX
LXEH,"Lixiang Education Holding Co., Ltd. - American Depositary Shares",NASDAQ,LXEH
LXEO,"Lexeo Therapeutics, Inc. - Common Stock",NASDAQ,LXEO
LXFR,Luxfer Holdings PLC Ordinary Shares,N,LXFR
LXP,LXP Industrial Trust Common Stock (Maryland REIT),N,LXP
LXRX,"Lexicon Pharmaceuticals, Inc. - Common Stock",NASDAQ,LXRX
LXU,"LSB Industries, Inc. Common Stock",N,LXU
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),N,LYB
LYEL,"Lyell Immunopharma, Inc. - Common Stock",NASDAQ,LYEL
LYFT,"Lyft, Inc. - Class A Common Stock",NASDAQ,LYFT
LYG,Lloyds Banking Group Plc American Depositary Shares,N,LYG
LYTS,LSI Industries Inc. - Common Stock,NASDAQ,LYTS
LYV,"Live Nation Entertainment, Inc. Common Stock",N,LYV
LZ,"LegalZoom.com, Inc. - Common Stock",NASDAQ,LZ
LZB,La-Z-Boy Incorporated Common Stock,N,LZB
LZM,Lifezone Metals Limited Ordinary Shares,N,LZM
LZM.W,Lifezone Metals Limited Warrants,N,LZM-W
LZMH,LZ Technology Holdings Limited - Class B Ordinary Shares,NASDAQ,LZMH
M,Macy's Inc Common Stock,N,M
MA,Mastercard Incorporated Common Stock,N,MA
MAA,"Mid-America Apartment Communities, Inc. Common Stock",N,MAA
MAAS,Maase Inc. - Class A Ordinary Shares,NASDAQ,MAAS
MAC,Macerich Company (The) Common Stock,N,MAC
MACI,Melar Acquisition Corp. I - Class A Ordinary Shares,NASDAQ,MACI
MACIU,Melar Acquisition Corp. I - Unit,NASDAQ,MACIU
MACIW,Melar Acquisition Corp. I - Warrant,NASDAQ,MACIW
MAGH,Magnitude International Ltd - Ordinary Shares,NASDAQ,MAGH
MAGN,Magnera Corporation Common Stock,N,MAGN
MAIA,"MAIA Biotechnology, Inc. Common Stock",A,MAIA
MAIN,Main Street Capital Corporation Common Stock,N,MAIN
MAIR,Madison Air Solutions Corporation Class A Common Stock,N,MAIR
MAKO,Mako Mining Corp - Common Stock,NASDAQ,MAKO
MAMA,"Mama's Creations, Inc. - Common Stock",NASDAQ,MAMA
MAMK,MaxsMaking Inc. - Class A Ordinary Shares,NASDAQ,MAMK
MAMO,Massimo Group - Common Stock,NASDAQ,MAMO
MAN,ManpowerGroup Common Stock,N,MAN
MANE,"Veradermics, Incorporated Common Stock",N,MANE
MANH,"Manhattan Associates, Inc. - Common Stock",NASDAQ,MANH
MANU,Manchester United Ltd. Class A Ordinary Shares,N,MANU
MAR,Marriott International - Class A Common Stock,NASDAQ,MAR
MARA,"MARA Holdings, Inc. - Common Stock",NASDAQ,MARA
MARPS,Marine Petroleum Trust - Units of Beneficial Interest,NASDAQ,MARPS
MAS,Masco Corporation Common Stock,N,MAS
MASI,Masimo Corporation - Common Stock,NASDAQ,MASI
MASK,3 E Network Technology Group Ltd - Class A Ordinary Shares,NASDAQ,MASK
MASS,908 Devices Inc. - Common Stock,NASDAQ,MASS
MAT,"Mattel, Inc. - Common Stock",NASDAQ,MAT
MATH,Metalpha Technology Holding Limited - Ordinary Shares,NASDAQ,MATH
MATV,"Mativ Holdings, Inc. Common Stock",N,MATV
MATW,Matthews International Corporation - Class A Common Stock,NASDAQ,MATW
MATX,"Matson, Inc. Common Stock",N,MATX
MAX,"MediaAlpha, Inc. Class A Common Stock",N,MAX
MAYS,"J. W. Mays, Inc. - Common Stock",NASDAQ,MAYS
MAZE,"Maze Therapeutics, Inc. - Common Stock",NASDAQ,MAZE
MB,MasterBeef Group - Ordinary Shares,NASDAQ,MB
MBAI,Check-Cap Ltd. - Ordinary Share,NASDAQ,MBAI
MBAV,M3-Brigade Acquisition V Corp. - Class A Ordinary shares,NASDAQ,MBAV
MBAVU,M3-Brigade Acquisition V Corp. - Units,NASDAQ,MBAVU
MBAVW,M3-Brigade Acquisition V Corp. - Warrant,NASDAQ,MBAVW
MBBC,"Marathon Bancorp, Inc. - Common Stock",NASDAQ,MBBC
MBC,"MasterBrand, Inc. Common Stock",N,MBC
MBI,MBIA Inc. Common Stock,N,MBI
MBIN,Merchants Bancorp - Common Stock,NASDAQ,MBIN
MBINL,"Merchants Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of 7.625% Fixed Rate Series E Non-Cumulative Perpetual Preferred Stock, without par value",NASDAQ,MBINL
MBINM,"Merchants Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock",NASDAQ,MBINM
MBINN,Merchants Bancorp - Depositary Shares 6.00% Fixed Rate Series C Non-Cumulative Perpetual Preferred Stock,NASDAQ,MBINN
MBIO,"Mustang Bio, Inc. - Common Stock",NASDAQ,MBIO
MBLY,Mobileye Global Inc. - Class A Common Stock,NASDAQ,MBLY
MBNKO,"Medallion Bank - Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series G, par value $1.00 per share",NASDAQ,MBNKO
MBOT,Microbot Medical Inc.  - Common Stock,NASDAQ,MBOT
MBRX,"Moleculin Biotech, Inc. - Common Stock",NASDAQ,MBRX
MBUU,"Malibu Boats, Inc. - Common Stock",NASDAQ,MBUU
MBVI,M3-Brigade Acquisition VI Corp. - Class A Ordinary Shares,NASDAQ,MBVI
MBVIU,M3-Brigade Acquisition VI Corp. - Units,NASDAQ,MBVIU
MBVIW,M3-Brigade Acquisition VI Corp. - Warrant,NASDAQ,MBVIW
MBWM,Mercantile Bank Corporation - Common Stock,NASDAQ,MBWM
MBX,"MBX Biosciences, Inc. - Common Stock",NASDAQ,MBX
MC,Moelis & Company Class A Common Stock,N,MC
MCAHU,Mountain Crest Acquisition 6 Corp. - Units,NASDAQ,MCAHU
MCB,Metropolitan Bank Holding Corp. Common Stock,N,MCB
MCBS,"MetroCity Bankshares, Inc. - Common Stock",NASDAQ,MCBS
MCD,McDonald's Corporation Common Stock,N,MCD
MCFT,"MasterCraft Boat Holdings, Inc. - Common Stock",NASDAQ,MCFT
MCGA,Yorkville Acquisition Corp. - Class A Ordinary Share,NASDAQ,MCGA
MCGAU,Yorkville Acquisition Corp. - Unit,NASDAQ,MCGAU
MCGAW,Yorkville Acquisition Corp. - Warrant,NASDAQ,MCGAW
MCHB,Mechanics Bancorp - Class A Common Stock,NASDAQ,MCHB
MCHP,Microchip Technology Incorporated - Common Stock,NASDAQ,MCHP
MCHPP,Microchip Technology Incorporated - Depositary Shares Each Representing a 1/20th Interest in a Share of 7.50% Series A Mandatory Convertible Preferred Stock,NASDAQ,MCHPP
MCHX,"Marchex, Inc. - Class B Common Stock",NASDAQ,MCHX
MCI,Barings Corporate Investors Common Stock,N,MCI
MCK,McKesson Corporation Common Stock,N,MCK
MCN,XAI Madison Equity Premium Income Fund Common Shares,N,MCN
MCO,Moody's Corporation Common Stock,N,MCO
MCR,MFS Charter Income Trust Common Stock,N,MCR
MCRB,"Seres Therapeutics, Inc. - Common Stock",NASDAQ,MCRB
MCRI,"Monarch Casino & Resort, Inc. - Common Stock",NASDAQ,MCRI
MCRP,Micropolis AI Robotics Ordinary Shares,A,MCRP
MCS,Marcus Corporation (The) Common Stock,N,MCS
MCTA,Charming Medical Limited - Class A Ordinary Shares,NASDAQ,MCTA
MCW,"Mister Car Wash, Inc. - Common Stock",NASDAQ,MCW
MCY,Mercury General Corporation Common Stock,N,MCY
MD,"Pediatrix Medical Group, Inc. Common Stock",N,MD
MDA,MDA Space Ltd. Common Shares,N,MDA
MDAI,"Spectral AI, Inc. - Class A Common Stock",NASDAQ,MDAI
MDAIW,"Spectral AI, Inc. - Warrants",NASDAQ,MDAIW
MDB,"MongoDB, Inc. - Class A Common Stock",NASDAQ,MDB
MDBH,"MDB Capital Holdings, LLC - Class A common ",NASDAQ,MDBH
MDCX,Medicus Pharma Ltd. - Common Stock,NASDAQ,MDCX
MDCXW,Medicus Pharma Ltd. - Warrant,NASDAQ,MDCXW
MDGL,"Madrigal Pharmaceuticals, Inc. - Common Stock",NASDAQ,MDGL
MDIA,Mediaco Holding Inc. - Class A Common Stock,NASDAQ,MDIA
MDLN,Medline Inc. - Class A common stock,NASDAQ,MDLN
MDLZ,"Mondelez International, Inc. - Class A Common Stock",NASDAQ,MDLZ
MDRR,"Medalist Diversified, Inc. - Common Stock",NASDAQ,MDRR
MDT,Medtronic plc. Ordinary Shares,N,MDT
MDU,"MDU Resources Group, Inc. Common Stock (Holding Company)",N,MDU
MDV,"Modiv Industrial, Inc. Class C Common Stock",N,MDV
MDWD,MediWound Ltd. - Ordinary Shares,NASDAQ,MDWD
MDXG,"MiMedx Group, Inc - Common Stock",NASDAQ,MDXG
MDXH,MDxHealth SA - Ordinary Shares,NASDAQ,MDXH
MEC,"Mayville Engineering Company, Inc. Common Stock",N,MEC
MED,MEDIFAST INC Common Stock,N,MED
MEDP,"Medpace Holdings, Inc. - Common Stock",NASDAQ,MEDP
MEG,"Montrose Environmental Group, Inc. Common Stock",N,MEG
MEGI,NYLI CBRE Global Infrastructure Megatrends Term Fund Common Shares,N,MEGI
MEGL,Magic Empire Global Limited - Class A Ordinary Shares,NASDAQ,MEGL
